6.402846570857518e-19,3.1926493626031404e-16,4.469134643519677e-14,0.999999999999955
3.957793004548884e-34,3.983975029795053e-19,1.7397743409356077e-11,0.9999999999826024
4.821217080783723e-28,1.0,1.1531957941030664e-31,1.459304109481482e-22
4.528871893504427e-15,1.2803019942413841e-19,2.0038130766496896e-28,0.9999999999999956
1.1109715136728523e-21,1.0,1.9977223172072004e-22,3.727685398175854e-18
5.318140971102863e-20,1.0,3.761310204164645e-24,2.1423379109527937e-18
9.49841983956708e-21,5.582925516129393e-17,6.391544913956641e-17,0.9999999999999998
9.699452871645057e-19,1.0,1.7676886314201542e-22,1.094344559549077e-18
7.0795805731508424e-43,7.831453459473723e-12,0.999999537313332,4.626788364853261e-07
3.544304859272989e-11,0.9999999999645107,1.8556592261085022e-25,4.620347890744193e-14
1.5184749385194445e-14,0.9999999999999667,9.196384489309665e-19,1.812663765409516e-14
2.265061069012769e-19,5.079594048493854e-17,1.9141199569910216e-21,1.0
1.1224501974357122e-17,0.9999999999999994,7.902317451054128e-18,6.588561211487212e-16
0.999981365534504,1.5840467016075797e-08,1.4822700227406444e-34,1.861862502895991e-05
9.922567518348296e-14,0.9999999999999009,5.7115489816318656e-21,2.7107394979454348e-17
6.977087275178403e-20,1.0,1.2976628639434699e-18,2.4610522436649468e-20
3.7806995723293725e-13,7.170785452091998e-10,5.1459638688048e-13,0.9999999992820289
7.52532681641871e-15,0.9999999999626227,4.818835953481779e-16,3.736915365132124e-11
6.385931253624781e-24,9.949040562812406e-20,6.467534695973702e-18,1.0
2.5416833816602787e-55,2.6536225778695437e-12,0.9999999999801997,1.714666512299957e-11
4.170379835339578e-25,0.9999999999178205,8.217942414340087e-11,1.1058314720779504e-16
2.237434779016669e-15,0.9999999999999853,2.7164623947706965e-18,1.2356661289781964e-14
6.010652742515781e-10,0.9999999993980683,4.391775542756853e-23,8.665430677657042e-13
0.9999999354159415,8.235814009822175e-13,3.951061725055779e-47,6.458323494603505e-08
3.423282328949136e-20,1.2223120298588503e-22,3.760500577461595e-25,1.0
1.869920004560599e-50,3.3750692842010124e-11,0.9999999999458486,2.0400625767564828e-11
7.444964637704075e-14,0.9999999999986576,1.4186433679929991e-15,1.266459248562009e-12
0.9999999844942653,1.5505732077283383e-08,1.4191674448344057e-53,2.655764257833533e-15
0.9999999925084381,6.256038418459572e-09,4.133886725530595e-43,1.235523446258345e-09
0.9999445482317256,2.3924202090452162e-09,2.4415190165989544e-35,5.5449375854107986e-05
2.5847639725280265e-20,1.7171236627652017e-10,5.05532258065799e-07,0.9999994942960296
2.3424690663812853e-27,8.624403659191668e-19,5.734150478037938e-13,0.9999999999994267
1.5371278662018092e-20,1.0,2.7942494786038303e-21,1.638399149987993e-20
1.9127366480799002e-38,3.804674320921016e-08,0.9999999285579306,3.339532626728891e-08
4.836257057782399e-11,5.830687730878714e-16,6.085558222350554e-26,0.9999999999516368
1.3378047466358219e-14,0.9999999999999221,1.887284926916565e-16,6.440898416481146e-14
9.688348506364443e-17,6.431727244572138e-12,6.872868593773078e-12,0.9999999999866953
0.9999995653638841,4.346361156203101e-07,6.224365389892533e-52,3.112504180549944e-16
2.3607418178344157e-22,1.340524927216608e-15,1.593204338587745e-14,0.9999999999999827
6.669046628790296e-45,4.764669577310399e-09,0.9999999951490185,8.631197919350831e-11
